project_id,year,resource,role_description,bill_rate,cost_rate,total_hours,labor_revenue,labor_cost,labor_margin
PROJ-0017,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",243.83,126.79,1002.7,244488.34,127132.33,117356.01
PROJ-0017,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",243.83,126.79,178.6,43548.04,22644.69,20903.35
PROJ-0018,2024,Program Director,,441.34,198.6,194.7,85928.9,38667.42,47261.48
PROJ-0018,2025,Program Director,,441.34,198.6,76.7,33850.78,15232.62,18618.16
PROJ-0018,2024,Program Manager,,312.64,156.32,911.1,284846.3,142423.15,142423.15
PROJ-0018,2025,Program Manager,,312.64,156.32,235.4,73595.46,36797.73,36797.73
PROJ-0018,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",329.35,148.21,1560.2,513851.87,231237.24,282614.63
PROJ-0018,2025,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",329.35,148.21,458.4,150974.04,67939.46,83034.58
PROJ-0018,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",357.01,160.65,1240.5,442870.9,199286.33,243584.57
PROJ-0018,2025,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",357.01,160.65,515.8,184145.76,82863.27,101282.49
PROJ-0018,2024,Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",293.64,140.95,1656.0,486267.84,233413.2,252854.64
PROJ-0018,2025,Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",293.64,140.95,470.1,138040.16,66260.6,71779.56
PROJ-0018,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",283.98,141.99,1740.9,494380.78,247190.39,247190.39
PROJ-0018,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",283.98,141.99,432.5,122821.35,61410.68,61410.67
PROJ-0018,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",317.68,158.84,1723.1,547394.41,273697.2,273697.21
PROJ-0018,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",317.68,158.84,471.1,149659.05,74829.52,74829.53
PROJ-0018,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",312.97,156.49,1690.3,529013.19,264515.05,264498.14
PROJ-0018,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",312.97,156.49,502.6,157298.72,78651.87,78646.85
PROJ-0018,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.46,117.76,1552.5,351579.15,182822.4,168756.75
PROJ-0018,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.46,117.76,512.8,116128.69,60387.33,55741.36
PROJ-0018,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",232.65,120.98,1523.5,354442.28,184313.03,170129.25
PROJ-0018,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",232.65,120.98,495.0,115161.75,59885.1,55276.65
PROJ-0018,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.41,117.73,1572.3,355984.44,185106.88,170877.56
PROJ-0018,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.41,117.73,463.9,105031.6,54614.95,50416.65
PROJ-0018,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",206.6,107.43,1766.9,365041.54,189818.07,175223.47
PROJ-0018,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",206.6,107.43,469.4,96978.04,50427.64,46550.4
PROJ-0018,2024,Offshore Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",152.34,76.17,1423.3,216825.52,108412.76,108412.76
PROJ-0018,2025,Offshore Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",152.34,76.17,428.2,65231.99,32615.99,32616.0
PROJ-0018,2024,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",146.49,80.57,1748.7,256167.06,140892.76,115274.3
PROJ-0018,2025,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",146.49,80.57,494.1,72380.71,39809.64,32571.07
PROJ-0018,2024,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",162.02,89.11,1716.1,278042.52,152921.67,125120.85
PROJ-0018,2025,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",162.02,89.11,456.6,73978.33,40687.63,33290.7
PROJ-0018,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",81.56,47.3,1541.3,125708.43,72903.49,52804.94
PROJ-0018,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",81.56,47.3,486.8,39703.41,23025.64,16677.77
PROJ-0018,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",76.94,44.63,1491.1,114725.23,66547.79,48177.44
PROJ-0018,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",76.94,44.63,392.2,30175.87,17503.89,12671.98
PROJ-0018,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",99.47,57.69,1529.4,152129.42,88231.09,63898.33
PROJ-0018,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",99.47,57.69,452.3,44990.28,26093.19,18897.09
PROJ-0018,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",88.24,51.18,1631.3,143945.91,83489.93,60455.98
PROJ-0018,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",88.24,51.18,405.3,35763.67,20743.25,15020.42
PROJ-0019,2024,Sr. Project Manager,,284.18,142.09,458.8,130381.78,65190.89,65190.89
PROJ-0019,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",356.0,160.2,754.3,268530.8,120838.86,147691.94
PROJ-0019,2024,Sr. Data Scientist,,349.83,164.42,889.9,311313.72,146317.36,164996.36
PROJ-0019,2024,Data Scientist,,297.76,148.88,861.2,256430.91,128215.46,128215.45
PROJ-0019,2024,Data Scientist,,260.4,130.2,974.7,253811.88,126905.94,126905.94
PROJ-0019,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",267.02,133.51,968.5,258608.87,129304.43,129304.44
PROJ-0019,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",228.72,118.93,887.6,203011.87,105562.27,97449.6
PROJ-0019,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",246.28,128.07,840.2,206924.46,107604.41,99320.05
PROJ-0020,2023,Program Director,,449.12,202.1,184.8,82997.38,37348.08,45649.3
PROJ-0020,2023,Program Manager,,278.85,139.43,535.1,149212.64,74608.99,74603.65
PROJ-0020,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",391.54,176.19,970.0,379793.8,170904.3,208889.5
PROJ-0020,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",351.94,158.37,565.3,198951.68,89526.56,109425.12
PROJ-0020,2023,Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",315.15,151.27,731.3,230469.19,110623.75,119845.44
PROJ-0020,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",283.16,141.58,900.6,255013.9,127506.95,127506.95
PROJ-0020,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",251.06,125.53,891.4,223794.88,111897.44,111897.44
PROJ-0020,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",301.1,150.55,887.9,267346.69,133673.35,133673.34
PROJ-0020,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",200.13,104.07,892.1,178535.97,92840.85,85695.12
PROJ-0020,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",268.81,139.78,921.1,247600.89,128751.36,118849.53
PROJ-0020,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",238.68,124.11,844.1,201469.79,104761.25,96708.54
PROJ-0020,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",216.19,112.42,863.9,186766.54,97119.64,89646.9
PROJ-0020,2023,Offshore Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",197.93,98.97,787.6,155889.67,77948.77,77940.9
PROJ-0020,2023,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",155.99,85.79,881.0,137427.19,75580.99,61846.2
PROJ-0020,2023,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",129.55,71.25,810.9,105052.1,57776.62,47275.48
PROJ-0020,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",94.42,54.76,772.3,72920.57,42291.15,30629.42
PROJ-0020,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",82.02,47.57,956.9,78484.94,45519.73,32965.21
PROJ-0020,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",98.19,56.95,917.9,90128.6,52274.4,37854.2
PROJ-0020,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",111.63,64.75,878.9,98111.61,56908.78,41202.83
