project_id,year,period_ending_date,budget_component,usd_planned,actuals_usd,forecast_usd
PROJ-0008,2023,2023-11-29,Total Cost,106717.45,103774.49,
PROJ-0008,2023,2023-11-29,Total Margin,106717.45,99778.27,
PROJ-0009,2024,2024-02-09,Fees Revenue,,94378.99,
PROJ-0009,2024,2024-02-09,Fees Cost,,45124.19,
PROJ-0009,2024,2024-02-09,Fees Margin,,49254.8,
PROJ-0009,2024,2024-02-09,Expenses Revenue,,1903.11,
PROJ-0009,2024,2024-02-09,Expenses Cost,,1903.11,
PROJ-0009,2024,2024-02-09,Expenses Margin,,0.0,
PROJ-0009,2024,2024-02-09,Risk Reserve - Revenue,,5344.11,
PROJ-0009,2024,2024-02-09,Risk Reserve - Cost,,5344.11,
PROJ-0009,2024,2024-02-09,Risk Reserve - Margin,,0.0,
PROJ-0009,2024,2024-02-09,Total Revenue,109180.1,101626.21,
PROJ-0009,2024,2024-02-09,Total Cost,56698.95,52371.41,
PROJ-0009,2024,2024-02-09,Total Margin,56698.95,49254.8,
PROJ-0009,2024,2024-03-08,Fees Revenue,,98122.83,
PROJ-0009,2024,2024-03-08,Fees Cost,,46789.16,
PROJ-0009,2024,2024-03-08,Fees Margin,,51333.67,
PROJ-0009,2024,2024-03-08,Expenses Revenue,,2152.43,
PROJ-0009,2024,2024-03-08,Expenses Cost,,2152.43,
PROJ-0009,2024,2024-03-08,Expenses Margin,,0.0,
PROJ-0009,2024,2024-03-08,Risk Reserve - Revenue,,5556.1,
PROJ-0009,2024,2024-03-08,Risk Reserve - Cost,,5556.1,
PROJ-0009,2024,2024-03-08,Risk Reserve - Margin,,0.0,
PROJ-0009,2024,2024-03-08,Total Revenue,109180.1,105831.36,
PROJ-0009,2024,2024-03-08,Total Cost,56698.95,54497.69,
PROJ-0009,2024,2024-03-08,Total Margin,56698.95,51333.67,
PROJ-0009,2024,2024-04-05,Fees Revenue,,87992.4,
PROJ-0009,2024,2024-04-05,Fees Cost,,42192.6,
PROJ-0009,2024,2024-04-05,Fees Margin,,45799.8,
PROJ-0009,2024,2024-04-05,Expenses Revenue,,2396.12,
PROJ-0009,2024,2024-04-05,Expenses Cost,,2396.12,
PROJ-0009,2024,2024-04-05,Expenses Margin,,0.0,
PROJ-0009,2024,2024-04-05,Risk Reserve - Revenue,,4982.48,
PROJ-0009,2024,2024-04-05,Risk Reserve - Cost,,4982.48,
PROJ-0009,2024,2024-04-05,Risk Reserve - Margin,,0.0,
PROJ-0009,2024,2024-04-05,Total Revenue,109180.1,95371.0,
PROJ-0009,2024,2024-04-05,Total Cost,56698.95,49571.2,
PROJ-0009,2024,2024-04-05,Total Margin,56698.95,45799.8,
PROJ-0009,2024,2024-05-03,Fees Revenue,,93952.16,
PROJ-0009,2024,2024-05-03,Fees Cost,,45217.45,
PROJ-0009,2024,2024-05-03,Fees Margin,,48734.71,
PROJ-0009,2024,2024-05-03,Expenses Revenue,,2316.65,
PROJ-0009,2024,2024-05-03,Expenses Cost,,2316.65,
PROJ-0009,2024,2024-05-03,Expenses Margin,,0.0,
PROJ-0009,2024,2024-05-03,Risk Reserve - Revenue,,5319.94,
PROJ-0009,2024,2024-05-03,Risk Reserve - Cost,,5319.94,
PROJ-0009,2024,2024-05-03,Risk Reserve - Margin,,0.0,
PROJ-0009,2024,2024-05-03,Total Revenue,109180.1,101588.75,
PROJ-0009,2024,2024-05-03,Total Cost,56698.95,52854.04,
PROJ-0009,2024,2024-05-03,Total Margin,56698.95,48734.71,
PROJ-0010,2023,2023-10-18,Fees Revenue,,266206.85,
PROJ-0010,2023,2023-10-18,Fees Cost,,131079.95,
PROJ-0010,2023,2023-10-18,Fees Margin,,135126.9,
PROJ-0010,2023,2023-10-18,Expenses Revenue,,22971.47,
PROJ-0010,2023,2023-10-18,Expenses Cost,,22971.47,
PROJ-0010,2023,2023-10-18,Expenses Margin,,0.0,
PROJ-0010,2023,2023-10-18,Risk Reserve - Revenue,,15317.59,
PROJ-0010,2023,2023-10-18,Risk Reserve - Cost,,15317.59,
PROJ-0010,2023,2023-10-18,Risk Reserve - Margin,,0.0,
PROJ-0010,2023,2023-10-18,Total Revenue,371800.03,304495.91,
PROJ-0010,2023,2023-10-18,Total Cost,205479.93,169369.01,
PROJ-0010,2023,2023-10-18,Total Margin,205479.93,135126.9,
PROJ-0010,2023,2023-11-15,Fees Revenue,,278069.5,
PROJ-0010,2023,2023-11-15,Fees Cost,,137216.96,
PROJ-0010,2023,2023-11-15,Fees Margin,,140852.54,
PROJ-0010,2023,2023-11-15,Expenses Revenue,,21004.95,
PROJ-0010,2023,2023-11-15,Expenses Cost,,21004.95,
PROJ-0010,2023,2023-11-15,Expenses Margin,,0.0,
PROJ-0010,2023,2023-11-15,Risk Reserve - Revenue,,16000.17,
PROJ-0010,2023,2023-11-15,Risk Reserve - Cost,,16000.17,
PROJ-0010,2023,2023-11-15,Risk Reserve - Margin,,0.0,
PROJ-0010,2023,2023-11-15,Total Revenue,371800.03,315074.62,
PROJ-0010,2023,2023-11-15,Total Cost,205479.93,174222.08,
PROJ-0010,2023,2023-11-15,Total Margin,205479.93,140852.54,
PROJ-0010,2023,2023-12-13,Fees Revenue,,282951.72,
PROJ-0010,2023,2023-12-13,Fees Cost,,139458.74,
PROJ-0010,2023,2023-12-13,Fees Margin,,143492.98,
PROJ-0010,2023,2023-12-13,Expenses Revenue,,25611.15,
PROJ-0010,2023,2023-12-13,Expenses Cost,,25611.15,
PROJ-0010,2023,2023-12-13,Expenses Margin,,0.0,
PROJ-0010,2023,2023-12-13,Risk Reserve - Revenue,,16281.09,
PROJ-0010,2023,2023-12-13,Risk Reserve - Cost,,16281.09,
PROJ-0010,2023,2023-12-13,Risk Reserve - Margin,,0.0,
PROJ-0010,2023,2023-12-13,Total Revenue,371800.03,324843.96,
PROJ-0010,2023,2023-12-13,Total Cost,205479.93,181350.98,
PROJ-0010,2023,2023-12-13,Total Margin,205479.93,143492.98,
PROJ-0010,2024,2024-01-10,Fees Revenue,,278811.16,
PROJ-0010,2024,2024-01-10,Fees Cost,,137737.58,
PROJ-0010,2024,2024-01-10,Fees Margin,,141073.58,
PROJ-0010,2024,2024-01-10,Expenses Revenue,,13042.41,
PROJ-0010,2024,2024-01-10,Expenses Cost,,13042.41,
PROJ-0010,2024,2024-01-10,Expenses Margin,,0.0,
PROJ-0010,2024,2024-01-10,Risk Reserve - Revenue,,32863.39,
PROJ-0010,2024,2024-01-10,Risk Reserve - Cost,,32863.39,
PROJ-0010,2024,2024-01-10,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-01-10,Total Revenue,335126.4,324716.96,
PROJ-0010,2024,2024-01-10,Total Cost,190763.41,183643.38,
PROJ-0010,2024,2024-01-10,Total Margin,190763.41,141073.58,
PROJ-0010,2024,2024-02-07,Fees Revenue,,292791.95,
PROJ-0010,2024,2024-02-07,Fees Cost,,144068.6,
PROJ-0010,2024,2024-02-07,Fees Margin,,148723.35,
PROJ-0010,2024,2024-02-07,Expenses Revenue,,15258.13,
PROJ-0010,2024,2024-02-07,Expenses Cost,,15258.13,
PROJ-0010,2024,2024-02-07,Expenses Margin,,0.0,
PROJ-0010,2024,2024-02-07,Risk Reserve - Revenue,,34511.31,
PROJ-0010,2024,2024-02-07,Risk Reserve - Cost,,34511.31,
PROJ-0010,2024,2024-02-07,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-02-07,Total Revenue,335126.4,342561.39,
PROJ-0010,2024,2024-02-07,Total Cost,190763.41,193838.04,
PROJ-0010,2024,2024-02-07,Total Margin,190763.41,148723.35,
PROJ-0010,2024,2024-03-06,Fees Revenue,,285364.72,
PROJ-0010,2024,2024-03-06,Fees Cost,,141146.86,
PROJ-0010,2024,2024-03-06,Fees Margin,,144217.86,
PROJ-0010,2024,2024-03-06,Expenses Revenue,,17361.25,
PROJ-0010,2024,2024-03-06,Expenses Cost,,17361.25,
PROJ-0010,2024,2024-03-06,Expenses Margin,,0.0,
PROJ-0010,2024,2024-03-06,Risk Reserve - Revenue,,33635.86,
PROJ-0010,2024,2024-03-06,Risk Reserve - Cost,,33635.86,
PROJ-0010,2024,2024-03-06,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-03-06,Total Revenue,335126.4,336361.83,
PROJ-0010,2024,2024-03-06,Total Cost,190763.41,192143.97,
PROJ-0010,2024,2024-03-06,Total Margin,190763.41,144217.86,
PROJ-0010,2024,2024-04-03,Fees Revenue,,292368.34,
PROJ-0010,2024,2024-04-03,Fees Cost,,144634.0,
PROJ-0010,2024,2024-04-03,Fees Margin,,147734.34,
PROJ-0010,2024,2024-04-03,Expenses Revenue,,16930.87,
PROJ-0010,2024,2024-04-03,Expenses Cost,,16930.87,
PROJ-0010,2024,2024-04-03,Expenses Margin,,0.0,
PROJ-0010,2024,2024-04-03,Risk Reserve - Revenue,,34461.37,
PROJ-0010,2024,2024-04-03,Risk Reserve - Cost,,34461.37,
PROJ-0010,2024,2024-04-03,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-04-03,Total Revenue,335126.4,343760.58,
PROJ-0010,2024,2024-04-03,Total Cost,190763.41,196026.24,
PROJ-0010,2024,2024-04-03,Total Margin,190763.41,147734.34,
PROJ-0010,2024,2024-05-01,Fees Revenue,,279770.73,
PROJ-0010,2024,2024-05-01,Fees Cost,,138143.12,
PROJ-0010,2024,2024-05-01,Fees Margin,,141627.61,
PROJ-0010,2024,2024-05-01,Expenses Revenue,,17212.86,
PROJ-0010,2024,2024-05-01,Expenses Cost,,17212.86,
PROJ-0010,2024,2024-05-01,Expenses Margin,,0.0,
PROJ-0010,2024,2024-05-01,Risk Reserve - Revenue,,32976.5,
PROJ-0010,2024,2024-05-01,Risk Reserve - Cost,,32976.5,
PROJ-0010,2024,2024-05-01,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-05-01,Total Revenue,335126.4,329960.09,
PROJ-0010,2024,2024-05-01,Total Cost,190763.41,188332.48,
PROJ-0010,2024,2024-05-01,Total Margin,190763.41,141627.61,
PROJ-0010,2024,2024-05-29,Fees Revenue,,277768.86,
PROJ-0010,2024,2024-05-29,Fees Cost,,136405.19,
PROJ-0010,2024,2024-05-29,Fees Margin,,141363.67,
PROJ-0010,2024,2024-05-29,Expenses Revenue,,15796.84,
PROJ-0010,2024,2024-05-29,Expenses Cost,,15796.84,
PROJ-0010,2024,2024-05-29,Expenses Margin,,0.0,
PROJ-0010,2024,2024-05-29,Risk Reserve - Revenue,,32740.54,
PROJ-0010,2024,2024-05-29,Risk Reserve - Cost,,32740.54,
PROJ-0010,2024,2024-05-29,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-05-29,Total Revenue,335126.4,326306.24,
PROJ-0010,2024,2024-05-29,Total Cost,190763.41,184942.57,
PROJ-0010,2024,2024-05-29,Total Margin,190763.41,141363.67,
PROJ-0010,2024,2024-06-26,Fees Revenue,,266033.95,
PROJ-0010,2024,2024-06-26,Fees Cost,,131537.58,
PROJ-0010,2024,2024-06-26,Fees Margin,,134496.37,
PROJ-0010,2024,2024-06-26,Expenses Revenue,,16576.28,
PROJ-0010,2024,2024-06-26,Expenses Cost,,16576.28,
PROJ-0010,2024,2024-06-26,Expenses Margin,,0.0,
PROJ-0010,2024,2024-06-26,Risk Reserve - Revenue,,31357.35,
PROJ-0010,2024,2024-06-26,Risk Reserve - Cost,,31357.35,
PROJ-0010,2024,2024-06-26,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-06-26,Total Revenue,335126.4,313967.58,
PROJ-0010,2024,2024-06-26,Total Cost,190763.41,179471.21,
PROJ-0010,2024,2024-06-26,Total Margin,190763.41,134496.37,
PROJ-0010,2024,2024-07-24,Fees Revenue,,276585.6,
PROJ-0010,2024,2024-07-24,Fees Cost,,137055.66,
PROJ-0010,2024,2024-07-24,Fees Margin,,139529.94,
PROJ-0010,2024,2024-07-24,Expenses Revenue,,17808.31,
PROJ-0010,2024,2024-07-24,Expenses Cost,,17808.31,
PROJ-0010,2024,2024-07-24,Expenses Margin,,0.0,
PROJ-0010,2024,2024-07-24,Risk Reserve - Revenue,,32601.07,
PROJ-0010,2024,2024-07-24,Risk Reserve - Cost,,32601.07,
PROJ-0010,2024,2024-07-24,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-07-24,Total Revenue,335126.4,326994.98,
PROJ-0010,2024,2024-07-24,Total Cost,190763.41,187465.04,
PROJ-0010,2024,2024-07-24,Total Margin,190763.41,139529.94,
PROJ-0010,2024,2024-08-21,Fees Revenue,,278167.34,
PROJ-0010,2024,2024-08-21,Fees Cost,,137606.22,
PROJ-0010,2024,2024-08-21,Fees Margin,,140561.12,
PROJ-0010,2024,2024-08-21,Expenses Revenue,,14815.87,
PROJ-0010,2024,2024-08-21,Expenses Cost,,14815.87,
PROJ-0010,2024,2024-08-21,Expenses Margin,,0.0,
PROJ-0010,2024,2024-08-21,Risk Reserve - Revenue,,32787.51,
PROJ-0010,2024,2024-08-21,Risk Reserve - Cost,,32787.51,
PROJ-0010,2024,2024-08-21,Risk Reserve - Margin,,0.0,
PROJ-0010,2024,2024-08-21,Total Revenue,335126.4,325770.72,
PROJ-0010,2024,2024-08-21,Total Cost,190763.41,185209.6,
PROJ-0010,2024,2024-08-21,Total Margin,190763.41,140561.12,
PROJ-0011,2023,2023-03-19,Fees Revenue,,210786.06,
PROJ-0011,2023,2023-03-19,Fees Cost,,104637.79,
PROJ-0011,2023,2023-03-19,Fees Margin,,106148.27,
PROJ-0011,2023,2023-03-19,Expenses Revenue,,3768.16,
PROJ-0011,2023,2023-03-19,Expenses Cost,,3768.16,
PROJ-0011,2023,2023-03-19,Expenses Margin,,0.0,
PROJ-0011,2023,2023-03-19,Risk Reserve - Revenue,,16232.95,
PROJ-0011,2023,2023-03-19,Risk Reserve - Cost,,16232.95,
PROJ-0011,2023,2023-03-19,Risk Reserve - Margin,,0.0,
PROJ-0011,2023,2023-03-19,Total Revenue,242979.82,230787.17,
PROJ-0011,2023,2023-03-19,Total Cost,131935.58,124638.9,
PROJ-0011,2023,2023-03-19,Total Margin,131935.58,106148.27,
PROJ-0011,2023,2023-04-16,Fees Revenue,,225303.9,
PROJ-0011,2023,2023-04-16,Fees Cost,,112340.57,
PROJ-0011,2023,2023-04-16,Fees Margin,,112963.33,
PROJ-0011,2023,2023-04-16,Expenses Revenue,,4467.43,
PROJ-0011,2023,2023-04-16,Expenses Cost,,4467.43,
PROJ-0011,2023,2023-04-16,Expenses Margin,,0.0,
PROJ-0011,2023,2023-04-16,Risk Reserve - Revenue,,17351.0,
PROJ-0011,2023,2023-04-16,Risk Reserve - Cost,,17351.0,
PROJ-0011,2023,2023-04-16,Risk Reserve - Margin,,0.0,
PROJ-0011,2023,2023-04-16,Total Revenue,242979.82,247122.33,
PROJ-0011,2023,2023-04-16,Total Cost,131935.58,134159.0,
PROJ-0011,2023,2023-04-16,Total Margin,131935.58,112963.33,
PROJ-0011,2023,2023-05-14,Fees Revenue,,231866.99,
PROJ-0011,2023,2023-05-14,Fees Cost,,115242.74,
PROJ-0011,2023,2023-05-14,Fees Margin,,116624.25,
PROJ-0011,2023,2023-05-14,Expenses Revenue,,4808.58,
PROJ-0011,2023,2023-05-14,Expenses Cost,,4808.58,
PROJ-0011,2023,2023-05-14,Expenses Margin,,0.0,
PROJ-0011,2023,2023-05-14,Risk Reserve - Revenue,,17856.43,
PROJ-0011,2023,2023-05-14,Risk Reserve - Cost,,17856.43,
PROJ-0011,2023,2023-05-14,Risk Reserve - Margin,,0.0,
PROJ-0011,2023,2023-05-14,Total Revenue,242979.82,254532.0,
PROJ-0011,2023,2023-05-14,Total Cost,131935.58,137907.75,
PROJ-0011,2023,2023-05-14,Total Margin,131935.58,116624.25,
PROJ-0011,2023,2023-06-11,Fees Revenue,,199855.36,
PROJ-0011,2023,2023-06-11,Fees Cost,,99511.38,
PROJ-0011,2023,2023-06-11,Fees Margin,,100343.98,
PROJ-0011,2023,2023-06-11,Expenses Revenue,,5289.25,
PROJ-0011,2023,2023-06-11,Expenses Cost,,5289.25,
PROJ-0011,2023,2023-06-11,Expenses Margin,,0.0,
PROJ-0011,2023,2023-06-11,Risk Reserve - Revenue,,15391.17,
PROJ-0011,2023,2023-06-11,Risk Reserve - Cost,,15391.17,
PROJ-0011,2023,2023-06-11,Risk Reserve - Margin,,0.0,
PROJ-0011,2023,2023-06-11,Total Revenue,242979.82,220535.78,
PROJ-0011,2023,2023-06-11,Total Cost,131935.58,120191.8,
PROJ-0011,2023,2023-06-11,Total Margin,131935.58,100343.98,
PROJ-0012,2024,2024-12-22,Fees Revenue,,179429.97,
PROJ-0012,2024,2024-12-22,Fees Cost,,89059.11,
PROJ-0012,2024,2024-12-22,Fees Margin,,90370.86,
PROJ-0012,2024,2024-12-22,Expenses Revenue,,10326.2,
PROJ-0012,2024,2024-12-22,Expenses Cost,,10326.2,
PROJ-0012,2024,2024-12-22,Expenses Margin,,0.0,
PROJ-0012,2024,2024-12-22,Risk Reserve - Revenue,,0.0,
PROJ-0012,2024,2024-12-22,Risk Reserve - Cost,,0.0,
PROJ-0012,2024,2024-12-22,Risk Reserve - Margin,,0.0,
PROJ-0012,2024,2024-12-22,Total Revenue,270767.85,189756.17,
PROJ-0012,2024,2024-12-22,Total Cost,141165.94,99385.31,
PROJ-0012,2024,2024-12-22,Total Margin,141165.94,90370.86,
PROJ-0012,2025,2025-01-19,Fees Revenue,,,189225.43
PROJ-0012,2025,2025-01-19,Fees Cost,,,93894.69
PROJ-0012,2025,2025-01-19,Fees Margin,,,95330.74
PROJ-0012,2025,2025-01-19,Expenses Revenue,,,15283.37
PROJ-0012,2025,2025-01-19,Expenses Cost,,,15283.37
PROJ-0012,2025,2025-01-19,Expenses Margin,,,0.0
PROJ-0012,2025,2025-01-19,Risk Reserve - Revenue,,,0.0
PROJ-0012,2025,2025-01-19,Risk Reserve - Cost,,,0.0
PROJ-0012,2025,2025-01-19,Risk Reserve - Margin,,,0.0
PROJ-0012,2025,2025-01-19,Total Revenue,,,204508.8
PROJ-0012,2025,2025-01-19,Total Cost,,,109178.06
PROJ-0012,2025,2025-01-19,Total Margin,,,95330.74
PROJ-0012,2025,2025-02-16,Fees Revenue,,,183886.8
PROJ-0012,2025,2025-02-16,Fees Cost,,,91144.83
PROJ-0012,2025,2025-02-16,Fees Margin,,,92741.97
PROJ-0012,2025,2025-02-16,Expenses Revenue,,,12010.01
PROJ-0012,2025,2025-02-16,Expenses Cost,,,12010.01
PROJ-0012,2025,2025-02-16,Expenses Margin,,,0.0
PROJ-0012,2025,2025-02-16,Risk Reserve - Revenue,,,0.0
PROJ-0012,2025,2025-02-16,Risk Reserve - Cost,,,0.0
PROJ-0012,2025,2025-02-16,Risk Reserve - Margin,,,0.0
PROJ-0012,2025,2025-02-16,Total Revenue,,,195896.81
PROJ-0012,2025,2025-02-16,Total Cost,,,103154.84
PROJ-0012,2025,2025-02-16,Total Margin,,,92741.97
PROJ-0012,2025,2025-03-16,Fees Revenue,,,191506.95
PROJ-0012,2025,2025-03-16,Fees Cost,,,95018.7
PROJ-0012,2025,2025-03-16,Fees Margin,,,96488.25
PROJ-0012,2025,2025-03-16,Expenses Revenue,,,16784.54
PROJ-0012,2025,2025-03-16,Expenses Cost,,,16784.54
PROJ-0012,2025,2025-03-16,Expenses Margin,,,0.0
PROJ-0012,2025,2025-03-16,Risk Reserve - Revenue,,,0.0
PROJ-0012,2025,2025-03-16,Risk Reserve - Cost,,,0.0
PROJ-0012,2025,2025-03-16,Risk Reserve - Margin,,,0.0
PROJ-0012,2025,2025-03-16,Total Revenue,,,208291.49
PROJ-0012,2025,2025-03-16,Total Cost,,,111803.24
PROJ-0012,2025,2025-03-16,Total Margin,,,96488.25
PROJ-0013,2023,2023-12-14,Fees Revenue,,599010.53,
PROJ-0013,2023,2023-12-14,Fees Cost,,307752.01,
PROJ-0013,2023,2023-12-14,Fees Margin,,291258.52,
PROJ-0013,2023,2023-12-14,Expenses Revenue,,15966.19,
PROJ-0013,2023,2023-12-14,Expenses Cost,,15966.19,
PROJ-0013,2023,2023-12-14,Expenses Margin,,0.0,
PROJ-0013,2023,2023-12-14,Risk Reserve - Revenue,,40783.2,
PROJ-0013,2023,2023-12-14,Risk Reserve - Cost,,40783.2,
PROJ-0013,2023,2023-12-14,Risk Reserve - Margin,,0.0,
PROJ-0013,2023,2023-12-14,Total Revenue,937744.28,655759.92,
PROJ-0013,2023,2023-12-14,Total Cost,523637.98,364501.4,
PROJ-0013,2023,2023-12-14,Total Margin,523637.98,291258.52,
PROJ-0013,2024,2024-01-11,Fees Revenue,,583647.32,
PROJ-0013,2024,2024-01-11,Fees Cost,,299767.84,
PROJ-0013,2024,2024-01-11,Fees Margin,,283879.48,
PROJ-0013,2024,2024-01-11,Expenses Revenue,,17397.86,
PROJ-0013,2024,2024-01-11,Expenses Cost,,17397.86,
PROJ-0013,2024,2024-01-11,Expenses Margin,,0.0,
PROJ-0013,2024,2024-01-11,Risk Reserve - Revenue,,31192.64,
PROJ-0013,2024,2024-01-11,Risk Reserve - Cost,,31192.64,
PROJ-0013,2024,2024-01-11,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-01-11,Total Revenue,630297.26,632237.82,
PROJ-0013,2024,2024-01-11,Total Cost,348544.08,348358.34,
PROJ-0013,2024,2024-01-11,Total Margin,348544.08,283879.48,
PROJ-0013,2024,2024-02-08,Fees Revenue,,555679.51,
PROJ-0013,2024,2024-02-08,Fees Cost,,284603.56,
PROJ-0013,2024,2024-02-08,Fees Margin,,271075.95,
PROJ-0013,2024,2024-02-08,Expenses Revenue,,21591.15,
PROJ-0013,2024,2024-02-08,Expenses Cost,,21591.15,
PROJ-0013,2024,2024-02-08,Expenses Margin,,0.0,
PROJ-0013,2024,2024-02-08,Risk Reserve - Revenue,,29697.92,
PROJ-0013,2024,2024-02-08,Risk Reserve - Cost,,29697.92,
PROJ-0013,2024,2024-02-08,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-02-08,Total Revenue,630297.26,606968.58,
PROJ-0013,2024,2024-02-08,Total Cost,348544.08,335892.63,
PROJ-0013,2024,2024-02-08,Total Margin,348544.08,271075.95,
PROJ-0013,2024,2024-03-07,Fees Revenue,,576768.3,
PROJ-0013,2024,2024-03-07,Fees Cost,,296874.02,
PROJ-0013,2024,2024-03-07,Fees Margin,,279894.28,
PROJ-0013,2024,2024-03-07,Expenses Revenue,,18861.63,
PROJ-0013,2024,2024-03-07,Expenses Cost,,18861.63,
PROJ-0013,2024,2024-03-07,Expenses Margin,,0.0,
PROJ-0013,2024,2024-03-07,Risk Reserve - Revenue,,30825.0,
PROJ-0013,2024,2024-03-07,Risk Reserve - Cost,,30825.0,
PROJ-0013,2024,2024-03-07,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-03-07,Total Revenue,630297.26,626454.93,
PROJ-0013,2024,2024-03-07,Total Cost,348544.08,346560.65,
PROJ-0013,2024,2024-03-07,Total Margin,348544.08,279894.28,
PROJ-0013,2024,2024-04-04,Fees Revenue,,603478.01,
PROJ-0013,2024,2024-04-04,Fees Cost,,310205.3,
PROJ-0013,2024,2024-04-04,Fees Margin,,293272.71,
PROJ-0013,2024,2024-04-04,Expenses Revenue,,20141.79,
PROJ-0013,2024,2024-04-04,Expenses Cost,,20141.79,
PROJ-0013,2024,2024-04-04,Expenses Margin,,0.0,
PROJ-0013,2024,2024-04-04,Risk Reserve - Revenue,,32252.48,
PROJ-0013,2024,2024-04-04,Risk Reserve - Cost,,32252.48,
PROJ-0013,2024,2024-04-04,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-04-04,Total Revenue,630297.26,655872.28,
PROJ-0013,2024,2024-04-04,Total Cost,348544.08,362599.57,
PROJ-0013,2024,2024-04-04,Total Margin,348544.08,293272.71,
PROJ-0013,2024,2024-05-02,Fees Revenue,,576997.05,
PROJ-0013,2024,2024-05-02,Fees Cost,,295189.46,
PROJ-0013,2024,2024-05-02,Fees Margin,,281807.59,
PROJ-0013,2024,2024-05-02,Expenses Revenue,,18247.75,
PROJ-0013,2024,2024-05-02,Expenses Cost,,18247.75,
PROJ-0013,2024,2024-05-02,Expenses Margin,,0.0,
PROJ-0013,2024,2024-05-02,Risk Reserve - Revenue,,30837.22,
PROJ-0013,2024,2024-05-02,Risk Reserve - Cost,,30837.22,
PROJ-0013,2024,2024-05-02,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-05-02,Total Revenue,630297.26,626082.02,
PROJ-0013,2024,2024-05-02,Total Cost,348544.08,344274.43,
PROJ-0013,2024,2024-05-02,Total Margin,348544.08,281807.59,
PROJ-0013,2024,2024-05-30,Fees Revenue,,581640.78,
PROJ-0013,2024,2024-05-30,Fees Cost,,298287.45,
PROJ-0013,2024,2024-05-30,Fees Margin,,283353.33,
PROJ-0013,2024,2024-05-30,Expenses Revenue,,16232.78,
PROJ-0013,2024,2024-05-30,Expenses Cost,,16232.78,
PROJ-0013,2024,2024-05-30,Expenses Margin,,0.0,
PROJ-0013,2024,2024-05-30,Risk Reserve - Revenue,,31085.4,
PROJ-0013,2024,2024-05-30,Risk Reserve - Cost,,31085.4,
PROJ-0013,2024,2024-05-30,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-05-30,Total Revenue,630297.26,628958.96,
PROJ-0013,2024,2024-05-30,Total Cost,348544.08,345605.63,
PROJ-0013,2024,2024-05-30,Total Margin,348544.08,283353.33,
PROJ-0013,2024,2024-06-27,Fees Revenue,,593410.63,
PROJ-0013,2024,2024-06-27,Fees Cost,,304194.5,
PROJ-0013,2024,2024-06-27,Fees Margin,,289216.13,
PROJ-0013,2024,2024-06-27,Expenses Revenue,,17570.64,
PROJ-0013,2024,2024-06-27,Expenses Cost,,17570.64,
PROJ-0013,2024,2024-06-27,Expenses Margin,,0.0,
PROJ-0013,2024,2024-06-27,Risk Reserve - Revenue,,31714.43,
PROJ-0013,2024,2024-06-27,Risk Reserve - Cost,,31714.43,
PROJ-0013,2024,2024-06-27,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-06-27,Total Revenue,630297.26,642695.7,
PROJ-0013,2024,2024-06-27,Total Cost,348544.08,353479.57,
PROJ-0013,2024,2024-06-27,Total Margin,348544.08,289216.13,
PROJ-0013,2024,2024-07-25,Fees Revenue,,577539.34,
PROJ-0013,2024,2024-07-25,Fees Cost,,296650.38,
PROJ-0013,2024,2024-07-25,Fees Margin,,280888.96,
PROJ-0013,2024,2024-07-25,Expenses Revenue,,16655.84,
PROJ-0013,2024,2024-07-25,Expenses Cost,,16655.84,
PROJ-0013,2024,2024-07-25,Expenses Margin,,0.0,
PROJ-0013,2024,2024-07-25,Risk Reserve - Revenue,,30866.2,
PROJ-0013,2024,2024-07-25,Risk Reserve - Cost,,30866.2,
PROJ-0013,2024,2024-07-25,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-07-25,Total Revenue,630297.26,625061.38,
PROJ-0013,2024,2024-07-25,Total Cost,348544.08,344172.42,
PROJ-0013,2024,2024-07-25,Total Margin,348544.08,280888.96,
PROJ-0013,2024,2024-08-22,Fees Revenue,,585994.94,
PROJ-0013,2024,2024-08-22,Fees Cost,,300879.7,
PROJ-0013,2024,2024-08-22,Fees Margin,,285115.24,
PROJ-0013,2024,2024-08-22,Expenses Revenue,,16520.01,
PROJ-0013,2024,2024-08-22,Expenses Cost,,16520.01,
PROJ-0013,2024,2024-08-22,Expenses Margin,,0.0,
PROJ-0013,2024,2024-08-22,Risk Reserve - Revenue,,31318.11,
PROJ-0013,2024,2024-08-22,Risk Reserve - Cost,,31318.11,
PROJ-0013,2024,2024-08-22,Risk Reserve - Margin,,0.0,
